"NAME","B25064_001E","state","county","tract"
"Census Tract 27.06 Denver County Colorado","1651","08","031","002706"
"Census Tract 27.07 Denver County Colorado","1553","08","031","002707"
"Census Tract 27.08 Denver County Colorado","1239","08","031","002708"
"Census Tract 27.09 Denver County Colorado","1391","08","031","002709"
"Census Tract 28.01 Denver County Colorado","1740","08","031","002801"
"Census Tract 28.02 Denver County Colorado","1374","08","031","002802"
"Census Tract 28.04 Denver County Colorado","1461","08","031","002804"
"Census Tract 28.05 Denver County Colorado","2063","08","031","002805"
"Census Tract 29.01 Denver County Colorado","1839","08","031","002901"
"Census Tract 29.02 Denver County Colorado","2008","08","031","002902"
"Census Tract 30.02 Denver County Colorado","1741","08","031","003002"
"Census Tract 30.03 Denver County Colorado","1506","08","031","003003"
"Census Tract 30.04 Denver County Colorado","1493","08","031","003004"
"Census Tract 30.05 Denver County Colorado","2670","08","031","003005"
"Census Tract 30.06 Denver County Colorado","2088","08","031","003006"
"Census Tract 31.01 Denver County Colorado","1566","08","031","003101"
"Census Tract 31.02 Denver County Colorado","1251","08","031","003102"
"Census Tract 32.02 Denver County Colorado","1554","08","031","003202"
"Census Tract 32.03 Denver County Colorado","1705","08","031","003203"
"Census Tract 32.04 Denver County Colorado","1420","08","031","003204"
"Census Tract 32.05 Denver County Colorado","1433","08","031","003205"
"Census Tract 33 Denver County Colorado","1809","08","031","003300"
"Census Tract 34.01 Denver County Colorado","2211","08","031","003401"
"Census Tract 34.02 Denver County Colorado","2702","08","031","003402"
"Census Tract 35.01 Denver County Colorado","1351","08","031","003501"
"Census Tract 35.02 Denver County Colorado","1441","08","031","003502"
"Census Tract 36.01 Denver County Colorado","1678","08","031","003601"
"Census Tract 36.02 Denver County Colorado","1364","08","031","003602"
"Census Tract 36.03 Denver County Colorado","1846","08","031","003603"
"Census Tract 37.01 Denver County Colorado","1529","08","031","003701"
"Census Tract 37.02 Denver County Colorado","1422","08","031","003702"
"Census Tract 37.03 Denver County Colorado","1432","08","031","003703"
"Census Tract 38.01 Denver County Colorado","2064","08","031","003801"
"Census Tract 38.02 Denver County Colorado","2516","08","031","003802"
"Census Tract 39.01 Denver County Colorado","2099","08","031","003901"
"Census Tract 39.02 Denver County Colorado","2239","08","031","003902"
"Census Tract 40.02 Denver County Colorado","2333","08","031","004002"
"Census Tract 40.03 Denver County Colorado","2257","08","031","004003"
"Census Tract 40.04 Denver County Colorado","2024","08","031","004004"
"Census Tract 40.05 Denver County Colorado","1608","08","031","004005"
"Census Tract 40.06 Denver County Colorado","1830","08","031","004006"
"Census Tract 41.01 Denver County Colorado","1292","08","031","004101"
"Census Tract 41.02 Denver County Colorado","1864","08","031","004102"
"Census Tract 41.03 Denver County Colorado","2261","08","031","004103"
"Census Tract 41.04 Denver County Colorado","2383","08","031","004104"
"Census Tract 41.08 Denver County Colorado","1859","08","031","004108"
"Census Tract 41.09 Denver County Colorado","-666666666","08","031","004109"
"Census Tract 41.10 Denver County Colorado","1641","08","031","004110"
"Census Tract 41.11 Denver County Colorado","1976","08","031","004111"
"Census Tract 41.12 Denver County Colorado","2038","08","031","004112"
"Census Tract 41.13 Denver County Colorado","1928","08","031","004113"
"Census Tract 42.01 Denver County Colorado","1481","08","031","004201"
"Census Tract 42.02 Denver County Colorado","1889","08","031","004202"
"Census Tract 43.02 Denver County Colorado","1244","08","031","004302"
"Census Tract 43.03 Denver County Colorado","2830","08","031","004303"
"Census Tract 43.06 Denver County Colorado","1929","08","031","004306"
"Census Tract 43.07 Denver County Colorado","1217","08","031","004307"
"Census Tract 43.08 Denver County Colorado","1623","08","031","004308"
"Census Tract 43.09 Denver County Colorado","1596","08","031","004309"
"Census Tract 43.10 Denver County Colorado","2369","08","031","004310"
"Census Tract 44.03 Denver County Colorado","1641","08","031","004403"
"Census Tract 44.04 Denver County Colorado","1334","08","031","004404"
"Census Tract 44.06 Denver County Colorado","1751","08","031","004406"
"Census Tract 44.07 Denver County Colorado","1889","08","031","004407"
"Census Tract 45.03 Denver County Colorado","1550","08","031","004503"
"Census Tract 45.04 Denver County Colorado","1551","08","031","004504"
"Census Tract 45.05 Denver County Colorado","1280","08","031","004505"
"Census Tract 45.06 Denver County Colorado","930","08","031","004506"
"Census Tract 46.01 Denver County Colorado","1582","08","031","004601"
"Census Tract 46.02 Denver County Colorado","1265","08","031","004602"
"Census Tract 46.03 Denver County Colorado","1607","08","031","004603"
"Census Tract 47 Denver County Colorado","1245","08","031","004700"
"Census Tract 48.01 Denver County Colorado","2399","08","031","004801"
"Census Tract 50.01 Denver County Colorado","1396","08","031","005001"
"Census Tract 50.03 Denver County Colorado","1400","08","031","005003"
"Census Tract 50.04 Denver County Colorado","1469","08","031","005004"
"Census Tract 51.02 Denver County Colorado","1900","08","031","005102"
"Census Tract 51.04 Denver County Colorado","1358","08","031","005104"
"Census Tract 52 Denver County Colorado","2142","08","031","005200"
"Census Tract 53 Denver County Colorado","1805","08","031","005300"
"Census Tract 55.02 Denver County Colorado","1822","08","031","005502"
"Census Tract 55.03 Denver County Colorado","978","08","031","005503"
"Census Tract 67.01 Denver County Colorado","1858","08","031","006701"
"Census Tract 68.04 Denver County Colorado","1917","08","031","006804"
"Census Tract 68.10 Denver County Colorado","1712","08","031","006810"
"Census Tract 68.12 Denver County Colorado","1742","08","031","006812"
"Census Tract 68.13 Denver County Colorado","1536","08","031","006813"
"Census Tract 68.14 Denver County Colorado","1647","08","031","006814"
"Census Tract 68.15 Denver County Colorado","2144","08","031","006815"
"Census Tract 68.16 Denver County Colorado","1675","08","031","006816"
"Census Tract 68.17 Denver County Colorado","3021","08","031","006817"
"Census Tract 68.18 Denver County Colorado","1405","08","031","006818"
"Census Tract 69.02 Denver County Colorado","1379","08","031","006902"
"Census Tract 69.03 Denver County Colorado","1390","08","031","006903"
"Census Tract 70.06 Denver County Colorado","1526","08","031","007006"
"Census Tract 70.13 Denver County Colorado","1745","08","031","007013"
"Census Tract 70.37 Denver County Colorado","1168","08","031","007037"
"Census Tract 70.88 Denver County Colorado","1824","08","031","007088"
"Census Tract 70.90 Denver County Colorado","1357","08","031","007090"
"Census Tract 70.91 Denver County Colorado","1370","08","031","007091"
"Census Tract 83.04 Denver County Colorado","1761","08","031","008304"
"Census Tract 83.05 Denver County Colorado","2206","08","031","008305"
"Census Tract 83.06 Denver County Colorado","1433","08","031","008306"
"Census Tract 83.12 Denver County Colorado","1356","08","031","008312"
"Census Tract 83.86 Denver County Colorado","1747","08","031","008386"
"Census Tract 83.87 Denver County Colorado","1881","08","031","008387"
"Census Tract 83.88 Denver County Colorado","1896","08","031","008388"
"Census Tract 83.89 Denver County Colorado","2432","08","031","008389"
"Census Tract 83.90 Denver County Colorado","1917","08","031","008390"
"Census Tract 83.91 Denver County Colorado","2270","08","031","008391"
"Census Tract 119.02 Denver County Colorado","1503","08","031","011902"
"Census Tract 119.03 Denver County Colorado","1428","08","031","011903"
"Census Tract 120.01 Denver County Colorado","-666666666","08","031","012001"
"Census Tract 120.10 Denver County Colorado","1625","08","031","012010"
"Census Tract 120.15 Denver County Colorado","1979","08","031","012015"
"Census Tract 120.16 Denver County Colorado","1603","08","031","012016"
"Census Tract 153 Denver County Colorado","1499","08","031","015300"
"Census Tract 154 Denver County Colorado","1509","08","031","015400"
"Census Tract 155 Denver County Colorado","1484","08","031","015500"
"Census Tract 156 Denver County Colorado","1502","08","031","015600"
"Census Tract 157 Denver County Colorado","1507","08","031","015700"
"Census Tract 158 Denver County Colorado","1750","08","031","015800"
"Census Tract 9800.01 Denver County Colorado","-666666666","08","031","980001"
"Census Tract 9801 Denver County Colorado","-666666666","08","031","980100"
"Census Tract 9802 Denver County Colorado","-666666666","08","031","980200"
