"NAME","B15003_022E","B15002_001E","state","county","tract"
"Census Tract 41.01, Denver County, Colorado","319","2478","08","031","004101"
"Census Tract 46.01, Denver County, Colorado","350","4029","08","031","004601"
"Census Tract 68.10, Denver County, Colorado","1320","3704","08","031","006810"
"Census Tract 68.11, Denver County, Colorado","1629","4647","08","031","006811"
"Census Tract 5.01, Denver County, Colorado","544","1611","08","031","000501"
"Census Tract 11.02, Denver County, Colorado","737","2196","08","031","001102"
"Census Tract 16, Denver County, Colorado","1865","5356","08","031","001600"
"Census Tract 23, Denver County, Colorado","1004","3268","08","031","002300"
"Census Tract 32.03, Denver County, Colorado","753","2120","08","031","003203"
"Census Tract 43.01, Denver County, Colorado","1142","3255","08","031","004301"
"Census Tract 50.02, Denver County, Colorado","1441","5453","08","031","005002"
"Census Tract 53, Denver County, Colorado","168","1100","08","031","005300"
"Census Tract 69.01, Denver County, Colorado","697","3480","08","031","006901"
"Census Tract 70.13, Denver County, Colorado","884","2652","08","031","007013"
"Census Tract 83.05, Denver County, Colorado","124","1976","08","031","008305"
"Census Tract 28.02, Denver County, Colorado","1532","3555","08","031","002802"
"Census Tract 41.04, Denver County, Colorado","730","2804","08","031","004104"
"Census Tract 68.04, Denver County, Colorado","655","1694","08","031","006804"
"Census Tract 7.01, Denver County, Colorado","334","2520","08","031","000701"
"Census Tract 31.02, Denver County, Colorado","754","2288","08","031","003102"
"Census Tract 36.02, Denver County, Colorado","483","2702","08","031","003602"
"Census Tract 67.01, Denver County, Colorado","779","1688","08","031","006701"
"Census Tract 4.01, Denver County, Colorado","675","2888","08","031","000401"
"Census Tract 24.03, Denver County, Colorado","644","2430","08","031","002403"
"Census Tract 119.02, Denver County, Colorado","629","4484","08","031","011902"
"Census Tract 7.02, Denver County, Colorado","510","3413","08","031","000702"
"Census Tract 27.02, Denver County, Colorado","1802","4430","08","031","002702"
"Census Tract 39.01, Denver County, Colorado","1236","3403","08","031","003901"
"Census Tract 9.03, Denver County, Colorado","181","3420","08","031","000903"
"Census Tract 11.01, Denver County, Colorado","345","1787","08","031","001101"
"Census Tract 13.01, Denver County, Colorado","287","2749","08","031","001301"
"Census Tract 13.02, Denver County, Colorado","220","2500","08","031","001302"
"Census Tract 14.02, Denver County, Colorado","265","2263","08","031","001402"
"Census Tract 17.02, Denver County, Colorado","598","2107","08","031","001702"
"Census Tract 18, Denver County, Colorado","580","2231","08","031","001800"
"Census Tract 21, Denver County, Colorado","1137","3772","08","031","002100"
"Census Tract 27.03, Denver County, Colorado","1638","4068","08","031","002703"
"Census Tract 28.01, Denver County, Colorado","1152","2410","08","031","002801"
"Census Tract 26.01, Denver County, Colorado","756","2365","08","031","002601"
"Census Tract 6, Denver County, Colorado","466","1608","08","031","000600"
"Census Tract 8, Denver County, Colorado","19","495","08","031","000800"
"Census Tract 9.02, Denver County, Colorado","209","3105","08","031","000902"
"Census Tract 83.86, Denver County, Colorado","166","2220","08","031","008386"
"Census Tract 83.87, Denver County, Colorado","370","3313","08","031","008387"
"Census Tract 83.88, Denver County, Colorado","718","3886","08","031","008388"
"Census Tract 83.89, Denver County, Colorado","974","4751","08","031","008389"
"Census Tract 83.90, Denver County, Colorado","692","4633","08","031","008390"
"Census Tract 36.01, Denver County, Colorado","368","2695","08","031","003601"
"Census Tract 37.01, Denver County, Colorado","919","2182","08","031","003701"
"Census Tract 37.02, Denver County, Colorado","1410","3343","08","031","003702"
"Census Tract 43.04, Denver County, Colorado","1401","4199","08","031","004304"
"Census Tract 50.01, Denver County, Colorado","394","1752","08","031","005001"
"Census Tract 55.03, Denver County, Colorado","578","3240","08","031","005503"
"Census Tract 68.14, Denver County, Colorado","639","3102","08","031","006814"
"Census Tract 70.06, Denver County, Colorado","515","2785","08","031","007006"
"Census Tract 26.02, Denver County, Colorado","961","1842","08","031","002602"
"Census Tract 27.01, Denver County, Colorado","1438","3400","08","031","002701"
"Census Tract 2.02, Denver County, Colorado","520","2763","08","031","000202"
"Census Tract 5.02, Denver County, Colorado","1212","4019","08","031","000502"
"Census Tract 14.01, Denver County, Colorado","196","3514","08","031","001401"
"Census Tract 24.02, Denver County, Colorado","389","1266","08","031","002402"
"Census Tract 36.03, Denver County, Colorado","813","2479","08","031","003603"
"Census Tract 39.02, Denver County, Colorado","1268","3078","08","031","003902"
"Census Tract 40.03, Denver County, Colorado","1046","3149","08","031","004003"
"Census Tract 46.03, Denver County, Colorado","319","3380","08","031","004603"
"Census Tract 1.02, Denver County, Colorado","710","2419","08","031","000102"
"Census Tract 3.03, Denver County, Colorado","1349","3838","08","031","000303"
"Census Tract 4.02, Denver County, Colorado","1227","3837","08","031","000402"
"Census Tract 9.04, Denver County, Colorado","281","2777","08","031","000904"
"Census Tract 9.05, Denver County, Colorado","161","2068","08","031","000905"
"Census Tract 20, Denver County, Colorado","402","1463","08","031","002000"
"Census Tract 30.02, Denver County, Colorado","633","2072","08","031","003002"
"Census Tract 68.09, Denver County, Colorado","1720","4983","08","031","006809"
"Census Tract 40.05, Denver County, Colorado","730","1832","08","031","004005"
"Census Tract 32.02, Denver County, Colorado","863","2696","08","031","003202"
"Census Tract 34.01, Denver County, Colorado","762","1852","08","031","003401"
"Census Tract 34.02, Denver County, Colorado","1463","3367","08","031","003402"
"Census Tract 40.06, Denver County, Colorado","1079","2941","08","031","004006"
"Census Tract 28.03, Denver County, Colorado","1692","3710","08","031","002803"
"Census Tract 55.02, Denver County, Colorado","223","1280","08","031","005502"
"Census Tract 70.88, Denver County, Colorado","1019","3330","08","031","007088"
"Census Tract 70.89, Denver County, Colorado","644","4259","08","031","007089"
"Census Tract 120.01, Denver County, Colorado","372","1656","08","031","012001"
"Census Tract 32.01, Denver County, Colorado","2173","4319","08","031","003201"
"Census Tract 38, Denver County, Colorado","1903","4644","08","031","003800"
"Census Tract 40.02, Denver County, Colorado","768","2290","08","031","004002"
"Census Tract 40.04, Denver County, Colorado","665","1585","08","031","004004"
"Census Tract 42.01, Denver County, Colorado","1123","3280","08","031","004201"
"Census Tract 42.02, Denver County, Colorado","864","2544","08","031","004202"
"Census Tract 43.06, Denver County, Colorado","1241","3376","08","031","004306"
"Census Tract 44.04, Denver County, Colorado","757","3452","08","031","004404"
"Census Tract 44.05, Denver County, Colorado","1904","5224","08","031","004405"
"Census Tract 46.02, Denver County, Colorado","357","4338","08","031","004602"
"Census Tract 48.01, Denver County, Colorado","350","2074","08","031","004801"
"Census Tract 70.37, Denver County, Colorado","258","2535","08","031","007037"
"Census Tract 83.12, Denver County, Colorado","271","3642","08","031","008312"
"Census Tract 41.02, Denver County, Colorado","235","2566","08","031","004102"
"Census Tract 43.02, Denver County, Colorado","706","1854","08","031","004302"
"Census Tract 43.03, Denver County, Colorado","979","2754","08","031","004303"
"Census Tract 47, Denver County, Colorado","601","3711","08","031","004700"
"Census Tract 51.02, Denver County, Colorado","753","2478","08","031","005102"
"Census Tract 68.13, Denver County, Colorado","972","3331","08","031","006813"
"Census Tract 83.91, Denver County, Colorado","587","4840","08","031","008391"
"Census Tract 153, Denver County, Colorado","855","2757","08","031","015300"
"Census Tract 155, Denver County, Colorado","541","2354","08","031","015500"
"Census Tract 156, Denver County, Colorado","224","3794","08","031","015600"
"Census Tract 157, Denver County, Colorado","579","4001","08","031","015700"
"Census Tract 9800, Denver County, Colorado","72","790","08","031","980000"
"Census Tract 9801, Denver County, Colorado","0","0","08","031","980100"
"Census Tract 154, Denver County, Colorado","601","2756","08","031","015400"
"Census Tract 83.04, Denver County, Colorado","134","1648","08","031","008304"
"Census Tract 2.01, Denver County, Colorado","501","2903","08","031","000201"
