"NAME","B19013_001E","state","county","tract"
"Census Tract 24.02 Denver County Colorado","77303","08","031","002402"
"Census Tract 24.04 Denver County Colorado","62569","08","031","002404"
"Census Tract 24.05 Denver County Colorado","93480","08","031","002405"
"Census Tract 26.02 Denver County Colorado","96896","08","031","002602"
"Census Tract 26.03 Denver County Colorado","98350","08","031","002603"
"Census Tract 26.04 Denver County Colorado","28780","08","031","002604"
"Census Tract 27.04 Denver County Colorado","44184","08","031","002704"
"Census Tract 27.05 Denver County Colorado","68681","08","031","002705"
"Census Tract 27.06 Denver County Colorado","89222","08","031","002706"
"Census Tract 27.07 Denver County Colorado","91333","08","031","002707"
"Census Tract 27.08 Denver County Colorado","65781","08","031","002708"
"Census Tract 27.09 Denver County Colorado","67592","08","031","002709"
"Census Tract 28.01 Denver County Colorado","85689","08","031","002801"
"Census Tract 28.02 Denver County Colorado","74307","08","031","002802"
"Census Tract 28.04 Denver County Colorado","83083","08","031","002804"
"Census Tract 28.05 Denver County Colorado","104097","08","031","002805"
"Census Tract 29.01 Denver County Colorado","89831","08","031","002901"
"Census Tract 29.02 Denver County Colorado","151136","08","031","002902"
"Census Tract 30.02 Denver County Colorado","97090","08","031","003002"
"Census Tract 30.03 Denver County Colorado","76818","08","031","003003"
"Census Tract 30.04 Denver County Colorado","126037","08","031","003004"
"Census Tract 30.05 Denver County Colorado","150263","08","031","003005"
"Census Tract 30.06 Denver County Colorado","131736","08","031","003006"
"Census Tract 31.01 Denver County Colorado","107688","08","031","003101"
"Census Tract 31.02 Denver County Colorado","56184","08","031","003102"
"Census Tract 32.02 Denver County Colorado","70795","08","031","003202"
"Census Tract 32.03 Denver County Colorado","250001","08","031","003203"
"Census Tract 32.04 Denver County Colorado","67619","08","031","003204"
"Census Tract 32.05 Denver County Colorado","82926","08","031","003205"
"Census Tract 33 Denver County Colorado","145481","08","031","003300"
"Census Tract 34.01 Denver County Colorado","148882","08","031","003401"
"Census Tract 34.02 Denver County Colorado","220724","08","031","003402"
"Census Tract 35.01 Denver County Colorado","63220","08","031","003501"
"Census Tract 35.02 Denver County Colorado","54583","08","031","003502"
"Census Tract 36.01 Denver County Colorado","108011","08","031","003601"
"Census Tract 36.02 Denver County Colorado","74357","08","031","003602"
"Census Tract 36.03 Denver County Colorado","100694","08","031","003603"
"Census Tract 37.01 Denver County Colorado","94402","08","031","003701"
"Census Tract 37.02 Denver County Colorado","71063","08","031","003702"
"Census Tract 37.03 Denver County Colorado","77174","08","031","003703"
"Census Tract 38.01 Denver County Colorado","87411","08","031","003801"
"Census Tract 38.02 Denver County Colorado","202798","08","031","003802"
"Census Tract 39.01 Denver County Colorado","118867","08","031","003901"
"Census Tract 39.02 Denver County Colorado","157098","08","031","003902"
"Census Tract 40.02 Denver County Colorado","152150","08","031","004002"
"Census Tract 40.03 Denver County Colorado","115798","08","031","004003"
"Census Tract 40.04 Denver County Colorado","113125","08","031","004004"
"Census Tract 40.05 Denver County Colorado","69176","08","031","004005"
"Census Tract 40.06 Denver County Colorado","60100","08","031","004006"
"Census Tract 41.01 Denver County Colorado","63621","08","031","004101"
"Census Tract 41.02 Denver County Colorado","67371","08","031","004102"
"Census Tract 41.03 Denver County Colorado","156154","08","031","004103"
"Census Tract 41.04 Denver County Colorado","122260","08","031","004104"
"Census Tract 41.08 Denver County Colorado","187059","08","031","004108"
"Census Tract 41.09 Denver County Colorado","190243","08","031","004109"
"Census Tract 41.10 Denver County Colorado","175547","08","031","004110"
"Census Tract 41.11 Denver County Colorado","172422","08","031","004111"
"Census Tract 41.12 Denver County Colorado","106438","08","031","004112"
"Census Tract 41.13 Denver County Colorado","153100","08","031","004113"
"Census Tract 42.01 Denver County Colorado","154943","08","031","004201"
"Census Tract 42.02 Denver County Colorado","146429","08","031","004202"
"Census Tract 43.02 Denver County Colorado","111875","08","031","004302"
"Census Tract 43.03 Denver County Colorado","250001","08","031","004303"
"Census Tract 43.06 Denver County Colorado","114185","08","031","004306"
"Census Tract 43.07 Denver County Colorado","60841","08","031","004307"
"Census Tract 43.08 Denver County Colorado","62747","08","031","004308"
"Census Tract 43.09 Denver County Colorado","101535","08","031","004309"
"Census Tract 43.10 Denver County Colorado","146889","08","031","004310"
"Census Tract 44.03 Denver County Colorado","81500","08","031","004403"
"Census Tract 44.04 Denver County Colorado","63966","08","031","004404"
"Census Tract 44.06 Denver County Colorado","141094","08","031","004406"
"Census Tract 44.07 Denver County Colorado","97529","08","031","004407"
"Census Tract 45.03 Denver County Colorado","45406","08","031","004503"
"Census Tract 45.04 Denver County Colorado","54500","08","031","004504"
"Census Tract 45.05 Denver County Colorado","36226","08","031","004505"
"Census Tract 45.06 Denver County Colorado","45493","08","031","004506"
"Census Tract 46.01 Denver County Colorado","81372","08","031","004601"
"Census Tract 46.02 Denver County Colorado","61935","08","031","004602"
"Census Tract 46.03 Denver County Colorado","66029","08","031","004603"
"Census Tract 47 Denver County Colorado","84368","08","031","004700"
"Census Tract 48.01 Denver County Colorado","104946","08","031","004801"
"Census Tract 50.01 Denver County Colorado","100781","08","031","005001"
"Census Tract 50.03 Denver County Colorado","57132","08","031","005003"
"Census Tract 50.04 Denver County Colorado","53229","08","031","005004"
"Census Tract 51.02 Denver County Colorado","125795","08","031","005102"
"Census Tract 51.04 Denver County Colorado","62396","08","031","005104"
"Census Tract 52 Denver County Colorado","101921","08","031","005200"
"Census Tract 53 Denver County Colorado","71458","08","031","005300"
"Census Tract 55.02 Denver County Colorado","102721","08","031","005502"
"Census Tract 55.03 Denver County Colorado","100034","08","031","005503"
"Census Tract 67.01 Denver County Colorado","91399","08","031","006701"
"Census Tract 68.04 Denver County Colorado","102258","08","031","006804"
"Census Tract 68.10 Denver County Colorado","64474","08","031","006810"
"Census Tract 68.12 Denver County Colorado","78450","08","031","006812"
"Census Tract 68.13 Denver County Colorado","60339","08","031","006813"
"Census Tract 68.14 Denver County Colorado","64237","08","031","006814"
"Census Tract 68.15 Denver County Colorado","132535","08","031","006815"
"Census Tract 68.16 Denver County Colorado","60838","08","031","006816"
"Census Tract 68.17 Denver County Colorado","156983","08","031","006817"
"Census Tract 68.18 Denver County Colorado","66214","08","031","006818"
"Census Tract 69.02 Denver County Colorado","48692","08","031","006902"
"Census Tract 69.03 Denver County Colorado","70625","08","031","006903"
"Census Tract 70.06 Denver County Colorado","52364","08","031","007006"
"Census Tract 70.13 Denver County Colorado","84763","08","031","007013"
"Census Tract 70.37 Denver County Colorado","52782","08","031","007037"
"Census Tract 70.88 Denver County Colorado","67404","08","031","007088"
"Census Tract 70.90 Denver County Colorado","54171","08","031","007090"
"Census Tract 70.91 Denver County Colorado","37013","08","031","007091"
"Census Tract 83.04 Denver County Colorado","75515","08","031","008304"
"Census Tract 83.05 Denver County Colorado","76887","08","031","008305"
"Census Tract 83.06 Denver County Colorado","66148","08","031","008306"
"Census Tract 83.12 Denver County Colorado","80049","08","031","008312"
"Census Tract 83.86 Denver County Colorado","92872","08","031","008386"
"Census Tract 83.87 Denver County Colorado","111600","08","031","008387"
"Census Tract 83.88 Denver County Colorado","91122","08","031","008388"
"Census Tract 83.89 Denver County Colorado","110150","08","031","008389"
"Census Tract 83.90 Denver County Colorado","85465","08","031","008390"
"Census Tract 83.91 Denver County Colorado","82260","08","031","008391"
"Census Tract 119.02 Denver County Colorado","68642","08","031","011902"
"Census Tract 119.03 Denver County Colorado","84974","08","031","011903"
"Census Tract 120.01 Denver County Colorado","97250","08","031","012001"
"Census Tract 120.10 Denver County Colorado","90000","08","031","012010"
"Census Tract 120.15 Denver County Colorado","89176","08","031","012015"
"Census Tract 120.16 Denver County Colorado","68017","08","031","012016"
"Census Tract 153 Denver County Colorado","59973","08","031","015300"
"Census Tract 154 Denver County Colorado","107703","08","031","015400"
"Census Tract 155 Denver County Colorado","57108","08","031","015500"
"Census Tract 156 Denver County Colorado","77315","08","031","015600"
"Census Tract 157 Denver County Colorado","75869","08","031","015700"
"Census Tract 158 Denver County Colorado","69701","08","031","015800"
"Census Tract 9800.01 Denver County Colorado","-666666666","08","031","980001"
"Census Tract 9801 Denver County Colorado","-666666666","08","031","980100"
"Census Tract 9802 Denver County Colorado","148958","08","031","980200"
