"NAME","B19013_001E","state","county","tract"
"Census Tract 32.03, Denver County, Colorado","127356","08","031","003203"
"Census Tract 33, Denver County, Colorado","91548","08","031","003300"
"Census Tract 34.01, Denver County, Colorado","88750","08","031","003401"
"Census Tract 34.02, Denver County, Colorado","101048","08","031","003402"
"Census Tract 35, Denver County, Colorado","29158","08","031","003500"
"Census Tract 36.01, Denver County, Colorado","25341","08","031","003601"
"Census Tract 36.02, Denver County, Colorado","31364","08","031","003602"
"Census Tract 36.03, Denver County, Colorado","30037","08","031","003603"
"Census Tract 37.01, Denver County, Colorado","44497","08","031","003701"
"Census Tract 37.02, Denver County, Colorado","41425","08","031","003702"
"Census Tract 37.03, Denver County, Colorado","48077","08","031","003703"
"Census Tract 38, Denver County, Colorado","65762","08","031","003800"
"Census Tract 39.01, Denver County, Colorado","138616","08","031","003901"
"Census Tract 39.02, Denver County, Colorado","72545","08","031","003902"
"Census Tract 40.02, Denver County, Colorado","79963","08","031","004002"
"Census Tract 40.03, Denver County, Colorado","54103","08","031","004003"
"Census Tract 40.04, Denver County, Colorado","79250","08","031","004004"
"Census Tract 40.05, Denver County, Colorado","37028","08","031","004005"
"Census Tract 40.06, Denver County, Colorado","61310","08","031","004006"
"Census Tract 41.01, Denver County, Colorado","30000","08","031","004101"
"Census Tract 41.02, Denver County, Colorado","28125","08","031","004102"
"Census Tract 41.03, Denver County, Colorado","69811","08","031","004103"
"Census Tract 41.04, Denver County, Colorado","39639","08","031","004104"
"Census Tract 41.05, Denver County, Colorado","115230","08","031","004105"
"Census Tract 42.01, Denver County, Colorado","81341","08","031","004201"
"Census Tract 42.02, Denver County, Colorado","80081","08","031","004202"
"Census Tract 43.01, Denver County, Colorado","36629","08","031","004301"
"Census Tract 43.02, Denver County, Colorado","72279","08","031","004302"
"Census Tract 43.03, Denver County, Colorado","160353","08","031","004303"
"Census Tract 43.04, Denver County, Colorado","70731","08","031","004304"
"Census Tract 43.06, Denver County, Colorado","71346","08","031","004306"
"Census Tract 44.03, Denver County, Colorado","41250","08","031","004403"
"Census Tract 44.04, Denver County, Colorado","27086","08","031","004404"
"Census Tract 44.05, Denver County, Colorado","67358","08","031","004405"
"Census Tract 45.01, Denver County, Colorado","30837","08","031","004501"
"Census Tract 45.02, Denver County, Colorado","31598","08","031","004502"
"Census Tract 46.01, Denver County, Colorado","47723","08","031","004601"
"Census Tract 46.02, Denver County, Colorado","35567","08","031","004602"
"Census Tract 46.03, Denver County, Colorado","49663","08","031","004603"
"Census Tract 47, Denver County, Colorado","50215","08","031","004700"
"Census Tract 48.01, Denver County, Colorado","53848","08","031","004801"
"Census Tract 48.02, Denver County, Colorado","41087","08","031","004802"
"Census Tract 49, Denver County, Colorado","39511","08","031","004900"
"Census Tract 50.01, Denver County, Colorado","65039","08","031","005001"
"Census Tract 50.02, Denver County, Colorado","31490","08","031","005002"
"Census Tract 51.02, Denver County, Colorado","55927","08","031","005102"
"Census Tract 51.03, Denver County, Colorado","24016","08","031","005103"
"Census Tract 51.04, Denver County, Colorado","29719","08","031","005104"
"Census Tract 52, Denver County, Colorado","70083","08","031","005200"
"Census Tract 53, Denver County, Colorado","28380","08","031","005300"
"Census Tract 54, Denver County, Colorado","27500","08","031","005400"
"Census Tract 55.02, Denver County, Colorado","67727","08","031","005502"
"Census Tract 55.03, Denver County, Colorado","54664","08","031","005503"
"Census Tract 67.01, Denver County, Colorado","40063","08","031","006701"
"Census Tract 68.04, Denver County, Colorado","67064","08","031","006804"
"Census Tract 68.09, Denver County, Colorado","50304","08","031","006809"
"Census Tract 68.10, Denver County, Colorado","53364","08","031","006810"
"Census Tract 68.11, Denver County, Colorado","51042","08","031","006811"
"Census Tract 68.12, Denver County, Colorado","50240","08","031","006812"
"Census Tract 68.13, Denver County, Colorado","28663","08","031","006813"
"Census Tract 68.14, Denver County, Colorado","52442","08","031","006814"
"Census Tract 69.01, Denver County, Colorado","32378","08","031","006901"
"Census Tract 70.06, Denver County, Colorado","27526","08","031","007006"
"Census Tract 70.13, Denver County, Colorado","56014","08","031","007013"
"Census Tract 70.37, Denver County, Colorado","27428","08","031","007037"
"Census Tract 70.88, Denver County, Colorado","38261","08","031","007088"
"Census Tract 70.89, Denver County, Colorado","30445","08","031","007089"
"Census Tract 83.03, Denver County, Colorado","57427","08","031","008303"
"Census Tract 83.04, Denver County, Colorado","43417","08","031","008304"
"Census Tract 83.05, Denver County, Colorado","34943","08","031","008305"
"Census Tract 83.06, Denver County, Colorado","41378","08","031","008306"
"Census Tract 83.11, Denver County, Colorado","47079","08","031","008311"
"Census Tract 83.12, Denver County, Colorado","35229","08","031","008312"
"Census Tract 83.13, Denver County, Colorado","42750","08","031","008313"
"Census Tract 106.01, Denver County, Colorado","51944","08","031","010601"
"Census Tract 119.02, Denver County, Colorado","42414","08","031","011902"
"Census Tract 119.03, Denver County, Colorado","59521","08","031","011903"
"Census Tract 120.01, Denver County, Colorado","85714","08","031","012001"
"Census Tract 120.10, Denver County, Colorado","61541","08","031","012010"
"Census Tract 120.14, Denver County, Colorado","55087","08","031","012014"
